country_short,website,fax_stg,group,name,twitter,Vice-Chair/0,url,country,image,email,Member/0,Member/1,group_short,score,facebook,tel_stg,party,tel_bxl,id,Substitute/0,Substitute/1,fax_bxl,Substitute/2,Substitute/3,Member/2,Member/3,Substitute/4,Member/4,Chair/0,Member/5,Substitute/5,Vice-Chair/1,Member/6,Member/7,Member/8,Member/9,Member/10,fax_optout,Substitute/6
gb,http://www.rogerhelmer.com,+33388179764,Europe of Freedom and Direct Democracy Group,Roger HELMER,RogerHelmerMEP,,http://www.europarl.europa.eu/meps/en/4516/ROGER_HELMER_home.html,United Kingdom,http://www.europarl.europa.eu/mepphoto/4516.jpg,roger.helmer@europarl.europa.eu,ITRE,,efd,0.85,http://www.facebook.com/roger.helmer.1,+33388175764,United Kingdom Independence Party,+3222845764,4516,DASE,DKOR,+3222849764,,,,,,,,,,,,,,,,,
de,,+33388179132,European Conservatives and Reformists Group,Hans-Olaf HENKEL,HansOlafHenkel,ITRE,http://www.europarl.europa.eu/meps/en/124823/HANS-OLAF_HENKEL_home.html,Germany,http://www.europarl.europa.eu/mepphoto/124823.jpg,hans-olaf.henkel@europarl.europa.eu,DROI,,ecr,0.6,,+33388175132,Alternative für Deutschland,+3222845132,124823,AFET,D-JP,+3222849132,D-CN,,,,,,,,,,,,,,,,
es,http://estherherranz.blogspot.com/,+33388179274,Group of the European People's Party (Christian Democrats),Esther HERRANZ GARCÍA,,,http://www.europarl.europa.eu/meps/en/22418/ESTHER_HERRANZ+GARCIA_home.html,Spain,http://www.europarl.europa.eu/mepphoto/22418.jpg,esther.herranzgarcia@europarl.europa.eu,AGRI,DACP,epp,0.4,https://www.facebook.com/esther.herranzgarcia,+33388175274,Partido Popular,+3222845274,22418,ENVI,D-MX,+3222849274,DLAT,,,,,,,,,,,,,,,,
pl,http://krzysztofhetman.pl/en/,+33388179767,Group of the European People's Party (Christian Democrats),Krzysztof HETMAN,,,http://www.europarl.europa.eu/meps/en/124895/KRZYSZTOF_HETMAN_home.html,Poland,http://www.europarl.europa.eu/mepphoto/124895.jpg,krzysztof.hetman@europarl.europa.eu,REGI,DACP,epp,0.4,https://www.facebook.com/krzysztof.hetman.10,+33388175767,Polskie Stronnictwo Ludowe,+3222845767,124895,EMPL,DASE,+3222849767,,,,,,,,,,,,,,,,,
de,http://www.maria-heubuch.de,+33388179335,Group of the Greens/European Free Alliance,Maria HEUBUCH,,DPAP,http://www.europarl.europa.eu/meps/en/124848/MARIA_HEUBUCH_home.html,Germany,http://www.europarl.europa.eu/mepphoto/124848.jpg,maria.heubuch@europarl.europa.eu,DEVE,DACP,greensefa,0.15,,+33388175335,Bündnis 90/Die Grünen,+3222845335,124848,AGRI,PECH,+3222849335,,,,,,,,,,,,,,,,,
de,,+33388179567,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Iris HOFFMANN,,,http://www.europarl.europa.eu/meps/en/124841/IRIS_HOFFMANN_home.html,Germany,http://www.europarl.europa.eu/mepphoto/124841.jpg,iris.hoffmann@europarl.europa.eu,BUDG,DSCA,sd,0.3,,+33388175567,Sozialdemokratische Partei Deutschlands,+3222845567,124841,CONT,ENVI,+3222849567,D-RU,,DEPA,,,,,,,,,,,,,,
de,http://www.monika.hohlmeier.de/,+33388179191,Group of the European People's Party (Christian Democrats),Monika HOHLMEIER,MonikaHohlmeier,,http://www.europarl.europa.eu/meps/en/96780/MONIKA_HOHLMEIER_home.html,Germany,http://www.europarl.europa.eu/mepphoto/96780.jpg,monika.hohlmeier@europarl.europa.eu,BUDG,LIBE,epp,0.4,https://www.facebook.com/pages/Monika-Hohlmeier/139065632780165,+33388175191,Christlich-Soziale Union in Bayern e.V.,+3222845191,96780,CONT,D-AL,+3222849191,,,D-CN,,,,,,,,,,,,,,
se,http://hokmark.eu/,+33388179822,Group of the European People's Party (Christian Democrats),Gunnar HÖKMARK,ghokmark,,http://www.europarl.europa.eu/meps/en/28124/GUNNAR_HOKMARK_home.html,Sweden,http://www.europarl.europa.eu/mepphoto/28124.jpg,gunnar.hokmark@europarl.europa.eu,ECON,D-RS,epp,0.6000000000000001,http://www.facebook.com/ghokmark,+33388175822,Moderaterna,+3222845822,28124,ITRE,TAXE,+3222849822,DSCA,DEPA,,,,,,,,,,,,,,,
hu,,+33388179197,Group of the European People's Party (Christian Democrats),György HÖLVÉNYI,,,http://www.europarl.europa.eu/meps/en/124715/GYORGY_HOLVENYI_home.html,Hungary,http://www.europarl.europa.eu/mepphoto/124715.jpg,gyorgy.holvenyi@europarl.europa.eu,ENVI,D-AL,epp,0.4,https://www.facebook.com/pages/Gy%C3%B6rgy-H%C3%B6lv%C3%A9nyi/863779193652531#,+33388175197,Kereszténydemokrata Néppárt,+3222845197,124715,CULT,PETI,+3222849197,D-MK,DPAP,,,DACP,,,,,,,,,,,,
gb,,+33388179209,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Mary HONEYBALL,maryhoneyball,,http://www.europarl.europa.eu/meps/en/5846/MARY_HONEYBALL_home.html,United Kingdom,http://www.europarl.europa.eu/mepphoto/5846.jpg,mary.honeyball@europarl.europa.eu,JURI,FEMM,sd,0.3,https://www.facebook.com/mhoneyball,+33388175209,Labour Party,+3222845209,5846,CULT,DPLC,+3222849209,,,D-ZA,DMED,,,,,,,,,,,,,
gb,,+33388179561,Europe of Freedom and Direct Democracy Group,Mike HOOKEM,,,http://www.europarl.europa.eu/meps/en/124957/MIKE_HOOKEM_home.html,United Kingdom,http://www.europarl.europa.eu/mepphoto/124957.jpg,mike.hookem@europarl.europa.eu,SEDE,,efd,0.35,,+33388175561,United Kingdom Independence Party,+3222845561,124957,AFET,PECH,+3222849561,D-AF,,,,,,,,,,,,,,,,
fr,,+33388179286,Group of the European People's Party (Christian Democrats),Brice HORTEFEUX,BriceHortefeux,,http://www.europarl.europa.eu/meps/en/5565/BRICE_HORTEFEUX_home.html,France,http://www.europarl.europa.eu/mepphoto/5565.jpg,brice.hortefeux@europarl.europa.eu,LIBE,DMAG,epp,0.4,https://www.facebook.com/bricehortefeux,+33388175286,Union pour un Mouvement Populaire,+3222845286,5565,AFCO,,+3222849286,,,DMED,,,,,,,,,,,,,,
gb,http://www.richardhowittmep.com,+33388179477,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Richard HOWITT,richardhowitt,DSAS,http://www.europarl.europa.eu/meps/en/2073/RICHARD_HOWITT_home.html,United Kingdom,http://www.europarl.europa.eu/mepphoto/2073.jpg,richard.howitt@europarl.europa.eu,AFET,DROI,sd,0.3,http://www.facebook.com/richardhowittmep,+33388175477,Labour Party,+3222845477,2073,EMPL,SEDE,+3222849477,D-TR,,,,,,,,,,,,,,,,
pl,http://danuta-huebner.pl/,+33388179192,Group of the European People's Party (Christian Democrats),Danuta Maria HÜBNER,danutahuebner,,http://www.europarl.europa.eu/meps/en/96779/DANUTA+MARIA_HUBNER_home.html,Poland,http://www.europarl.europa.eu/mepphoto/96779.jpg,danuta.huebner@europarl.europa.eu,ECON,TAXE,epp,0.4,https://www.facebook.com/danuta.hubner,+33388175192,Platforma Obywatelska,+3222845192,96779,INTA,D-MX,+3222849192,DLAT,,D-US,,,,AFCO,,,,,,,,,,
gb,http://www.hudghtonmep.scot,+33388179499,Group of the Greens/European Free Alliance,Ian HUDGHTON,hudghtonmepSNP,,http://www.europarl.europa.eu/meps/en/2338/IAN_HUDGHTON_home.html,United Kingdom,http://www.europarl.europa.eu/mepphoto/2338.jpg,ian.hudghton@europarl.europa.eu,PECH,D-JP,greensefa,0.15,http://www.facebook.com/pages/Ian-Hudghton/112160948801194#!/group.php?gid=55983037095,+33388175499,Scottish National Party,+3222845499,2338,ECON,D-US,+3222849499,,,,,,,,,,,,,,,,,
nl,http://www.janhuitema.nl,+33388179131,Group of the Alliance of Liberals and Democrats for Europe,Jan HUITEMA,jhuitema,,http://www.europarl.europa.eu/meps/en/58789/JAN_HUITEMA_home.html,Netherlands,http://www.europarl.europa.eu/mepphoto/58789.jpg,jan.huitema@europarl.europa.eu,AGRI,D-CA,aldeadle,0.3,,+33388175131,Volkspartij voor Vrijheid en Democratie,+3222845131,58789,ENVI,,+3222849131,,,,,,,,,,,,,,,,,
bg,http://www.dps.bg,+33388179903,Group of the Alliance of Liberals and Democrats for Europe,Filiz HYUSMENOVA,,,http://www.europarl.europa.eu/meps/en/34249/FILIZ_HYUSMENOVA_home.html,Bulgaria,http://www.europarl.europa.eu/mepphoto/34249.jpg,filizhakaeva.hyusmenova@europarl.europa.eu,LIBE,D-JP,aldeadle,0.44999999999999996,http://www.facebook.com/filizhyusmenova,+33388175903,Movement for Rights and Freedoms,+3222845903,34249,IMCO,D-CN,+3222849903,,,,,,,,,,,,,,,,,
es,,+33388179281,Confederal Group of the European United Left - Nordic Green Left,Pablo IGLESIAS,Pablo_Iglesias_,DMER,http://www.europarl.europa.eu/meps/en/125031/PABLO_IGLESIAS_home.html,Spain,http://www.europarl.europa.eu/mepphoto/125031.jpg,pablo.iglesias@europarl.europa.eu,AFET,DROI,guengl,0.15,,+33388175281,PODEMOS,+3222845281,125031,SEDE,D-BR,+3222849281,DLAT,,,,,,,,,,,,,,,,
nl,http://www.sophieintveld.eu,+33388179796,Group of the Alliance of Liberals and Democrats for Europe,Sophia in 't VELD,sophieintveld,,http://www.europarl.europa.eu/meps/en/28266/SOPHIA_IN+%27T+VELD_home.html,Netherlands,http://www.europarl.europa.eu/mepphoto/28266.jpg,sophie.intveld@europarl.europa.eu,LIBE,D-TR,aldeadle,0.3,http://www.facebook.com/sophieintveld?sk=wall,+33388175796,Democraten 66,+3222845796,28266,ECON,FEMM,+3222849796,DSEE,,,,,,,,,,,,,,,,
bg,http://www.iliana.info,+33388179708,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Iliana IOTOVA,IIotova,LIBE,http://www.europarl.europa.eu/meps/en/38605/ILIANA_IOTOVA_home.html,Bulgaria,http://www.europarl.europa.eu/mepphoto/38605.jpg,iliana.iotova@europarl.europa.eu,DMED,,sd,0.3,http://www.facebook.com/people/%D0%98%D0%BB%D0%B8%D1%8F%D0%BD%D0%B0-%D0%99%D0%BE%D1%82%D0%BE%D0%B2%D0%B0/1771128322,+33388175708,Bulgarian Socialist Party,+3222845708,38605,REGI,FEMM,+3222849708,DMAG,,,,,,,,,D-ME,,,,,,,
es,,+33388179291,Group of the European People's Party (Christian Democrats),Carlos ITURGAIZ,carlositurgaiz,,http://www.europarl.europa.eu/meps/en/28398/CARLOS_ITURGAIZ_home.html,Spain,http://www.europarl.europa.eu/mepphoto/28398.jpg,carlos.iturgaiz@europarl.europa.eu,BUDG,PECH,epp,0.4,https://www.facebook.com/carlos.iturgaiz.7,+33388175291,Partido Popular,+3222845291,28398,D-ZA,DLAT,+3222849291,,,DACP,,,,,,,,,,,,,,
ro,http://www.catalinivan.ro,+33388179456,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Cătălin Sorin IVAN,Catalin_Ivan,,http://www.europarl.europa.eu/meps/en/96857/CATALIN+SORIN_IVAN_home.html,Romania,http://www.europarl.europa.eu/mepphoto/96857.jpg,catalin-sorin.ivan@europarl.europa.eu,ECON,D-RU,sd,0.3,https://www.facebook.com/people/Catalin-Ivan/100000419851283,+33388175456,Partidul Social Democrat,+3222845456,96857,AFET,CONT,+3222849456,TAXE,D-UA,,,,,,,,,,,,,,,
pl,,+33388179577,Europe of Freedom and Direct Democracy Group,Robert Jarosław IWASZKIEWICZ,,,http://www.europarl.europa.eu/meps/en/124886/ROBERT+JAROSLAW_IWASZKIEWICZ_home.html,Poland,http://www.europarl.europa.eu/mepphoto/124886.jpg,robertjaroslaw.iwaszkiewicz@europarl.europa.eu,IMCO,DSCA,efd,0.75,,+33388175577,Kongres Nowej Prawicy,+3222845577,124886,ENVI,DAND,+3222849577,DLAT,,DEPA,,,,,,,,,,,,,,
fi,http://www.liisajaakonsaari.fi/,+33388179540,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Liisa JAAKONSAARI,Jaakonsaari,D-RU,http://www.europarl.europa.eu/meps/en/96684/LIISA_JAAKONSAARI_home.html,Finland,http://www.europarl.europa.eu/mepphoto/96684.jpg,liisa.jaakonsaari@europarl.europa.eu,IMCO,,sd,0.7,https://www.facebook.com/pages/Liisa-Jaakonsaari-SDPn-presidenttiehdokkaaksi/209062879133908,+33388175540,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti,+3222845540,96684,AFET,DPAP,+3222849540,,,,,,,,,,,,,,,,,
fi,http://www.annelijaatteenmaki.net,+33388179614,Group of the Alliance of Liberals and Democrats for Europe,Anneli JÄÄTTEENMÄKI,jaatteenmaki,,http://www.europarl.europa.eu/meps/en/28314/ANNELI_JAATTEENMAKI_home.html,Finland,http://www.europarl.europa.eu/mepphoto/28314.jpg,anneli.jaatteenmaki@europarl.europa.eu,ENVI,D-IN,aldeadle,0.3,http://www.facebook.com/profile.php?id=1414612119,+33388175614,Suomen Keskusta,+3222845614,28314,AFET,BUDG,+3222849614,SEDE,DNAT,,,,,,,,,,,,,,,
pl,,+33388179357,European Conservatives and Reformists Group,Dawid Bohdan JACKIEWICZ,DawidJackiewicz,D-MD,http://www.europarl.europa.eu/meps/en/124882/DAWID+BOHDAN_JACKIEWICZ_home.html,Poland,http://www.europarl.europa.eu/mepphoto/124882.jpg,dawid.jackiewicz@europarl.europa.eu,ITRE,DEPA,ecr,0.6,,+33388175357,Prawo i Sprawiedliwość,+3222845357,124882,IMCO,DASE,+3222849357,DACP,,,,,,,,,,,,,,,,
fr,http://yannickjadot.fr/,+33388179375,Group of the Greens/European Free Alliance,Yannick JADOT,yannickjadot,INTA,http://www.europarl.europa.eu/meps/en/96740/YANNICK_JADOT_home.html,France,http://www.europarl.europa.eu/mepphoto/96740.jpg,yannick.jadot@europarl.europa.eu,DASE,,greensefa,0.35,https://www.facebook.com/#!/pages/Yannick-Jadot/178284520599,+33388175375,Europe Écologie,+3222845375,96740,ITRE,PECH,+3222849375,DSAS,DACP,,,,,,,,,,,,,,,
de,http://www.peter-jahr.de/,+33388179195,Group of the European People's Party (Christian Democrats),Peter JAHR,,,http://www.europarl.europa.eu/meps/en/96772/PETER_JAHR_home.html,Germany,http://www.europarl.europa.eu/mepphoto/96772.jpg,peter.jahr@europarl.europa.eu,AGRI,PETI,epp,0.4,https://www.facebook.com/pages/Peter-Jahr/150399091652977,+33388175195,Christlich Demokratische Union Deutschlands,+3222845195,96772,ENVI,D-UA,+3222849195,DEPA,,DAND,DLAT,,,,,,,,,,,,,
hr,http://www.ids-ddi.com/,+33388179639,Group of the Alliance of Liberals and Democrats for Europe,Ivan JAKOVČIĆ,IvanJakovcic,D-AL,http://www.europarl.europa.eu/meps/en/124754/IVAN_JAKOVCIC_home.html,Croatia,http://www.europarl.europa.eu/mepphoto/124754.jpg,ivan.jakovcic@europarl.europa.eu,REGI,,aldeadle,0.3,,+33388175639,Istarski demokratski sabor - Dieta democratica istriana,+3222845639,124754,AGRI,D-RS,+3222849639,,,,,,,,,,,,,,,,,
fr,,+33388179252,Non-attached Members,Jean-François JALKH,,,http://www.europarl.europa.eu/meps/en/124770/JEAN-FRANCOIS_JALKH_home.html,France,http://www.europarl.europa.eu/mepphoto/124770.jpg,jean-francois.jalkh@europarl.europa.eu,ENVI,D-ZA,ni,0.3,,+33388175252,Front national,+3222845252,124770,CULT,D-JP,+3222849252,,,,,,,,,,,,,,,,,
gb,,+33388179541,Europe of Freedom and Direct Democracy Group,Diane JAMES,DianeUKIP,,http://www.europarl.europa.eu/meps/en/124939/DIANE_JAMES_home.html,United Kingdom,http://www.europarl.europa.eu/mepphoto/124939.jpg,diane.james@europarl.europa.eu,ECON,,efd,0.35,,+33388175541,United Kingdom Independence Party,+3222845541,124939,ENVI,,+3222849541,,,,,,,,,,,,,,,,,
es,,+33388179582,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Ramón JÁUREGUI ATONDO,,,http://www.europarl.europa.eu/meps/en/97078/RAMON_JAUREGUI+ATONDO_home.html,Spain,http://www.europarl.europa.eu/mepphoto/97078.jpg,ramon.jaureguiatondo@europarl.europa.eu,AFCO,TAXE,sd,0.3,,+33388175582,Partido Socialista Obrero Español,+3222845582,97078,ECON,D-JP,+3222849582,,,DAND,,,,DLAT,,,,,,,,,,
hu,,+33388179573,Group of the Greens/European Free Alliance,Benedek JÁVOR,javorbenedek,ENVI,http://www.europarl.europa.eu/meps/en/124721/BENEDEK_JAVOR_home.html,Hungary,http://www.europarl.europa.eu/mepphoto/124721.jpg,benedek.javor@europarl.europa.eu,,,greensefa,0.35,,+33388175573,Együtt 2014 - Párbeszéd Magyarországért,+3222845573,124721,CONT,ITRE,+3222849573,D-UA,DEPA,,,,,,,,,,,,,,,
pl,http://www.jazlowiecka.pl/,+33388179196,Group of the European People's Party (Christian Democrats),Danuta JAZŁOWIECKA,DJazlowiecka,EMPL,http://www.europarl.europa.eu/meps/en/96781/DANUTA_JAZLOWIECKA_home.html,Poland,http://www.europarl.europa.eu/mepphoto/96781.jpg,danuta.jazlowiecka@europarl.europa.eu,D-CN,,epp,0.4,https://www.facebook.com/djazlowiecka,+33388175196,Platforma Obywatelska,+3222845196,96781,ECON,TAXE,+3222849196,D-MX,DLAT,,,,,,,,,,,,,,,
cz,http://www.petrjezek.eu/,+33388179415,Group of the Alliance of Liberals and Democrats for Europe,Petr JEŽEK,JezekCZ,,http://www.europarl.europa.eu/meps/en/124707/PETR_JEZEK_home.html,Czech Republic,http://www.europarl.europa.eu/mepphoto/124707.jpg,petr.jezek@europarl.europa.eu,ECON,TAXE,aldeadle,0.3,,+33388175415,ANO 2011,+3222845415,124707,LIBE,DACP,+3222849415,,,,,,,D-JP,,,,,,,,,,
es,http://www.teresajimenezbecerril.eu/,+33388179198,Group of the European People's Party (Christian Democrats),Teresa JIMÉNEZ-BECERRIL BARRIO,teresajbecerril,,http://www.europarl.europa.eu/meps/en/96806/TERESA_JIMENEZ-BECERRIL+BARRIO_home.html,Spain,http://www.europarl.europa.eu/mepphoto/96806.jpg,teresa.jimenez-becerril@europarl.europa.eu,DEVE,FEMM,epp,0.4,https://www.facebook.com/pages/Teresa-Jim%C3%A9nez-Becerril/683375308425169?rf=710097115694986,+33388175198,Partido Popular,+3222845198,96806,LIBE,DACP,+3222849198,,,DROI,DLAT,,,D-MX,,,,,,,,,,
fr,,+33388179376,Group of the Greens/European Free Alliance,Eva JOLY,evajoly,TAXE,http://www.europarl.europa.eu/meps/en/96883/EVA_JOLY_home.html,France,http://www.europarl.europa.eu/mepphoto/96883.jpg,eva.joly@europarl.europa.eu,LIBE,DMED,greensefa,0.15,http://www.facebook.com/EvaJoly.fr?sk=wall,+33388175376,Europe Écologie,+3222845376,96883,ECON,DMAS,+3222849376,,,,,,,,,,D-AF,,,,,,,
nl,http://www.sp.nl/europa,+33388179664,Confederal Group of the European United Left - Nordic Green Left,Dennis de JONG,DdJong,,http://www.europarl.europa.eu/meps/en/96748/DENNIS_DE+JONG_home.html,Netherlands,http://www.europarl.europa.eu/mepphoto/96748.jpg,dennis.dejong@europarl.europa.eu,CONT,IMCO,guengl,0.55,,+33388175664,Socialistische Partij,+3222845664,96748,LIBE,,+3222849664,,,DARP,,,,,,,,,,,,,,
nl,,+33388179699,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Agnes JONGERIUS,a_jongerius,EMPL,http://www.europarl.europa.eu/meps/en/125021/AGNES_JONGERIUS_home.html,Netherlands,http://www.europarl.europa.eu/mepphoto/125021.jpg,agnes.jongerius@europarl.europa.eu,DASE,,sd,0.3,,+33388175699,Partij van de Arbeid,+3222845699,125021,INTA,D-IN,+3222849699,,,,,,,,,,,,,,,,,
fr,http://marcjoulaud.eu/,+33388179243,Group of the European People's Party (Christian Democrats),Marc JOULAUD,marcjoulaud,,http://www.europarl.europa.eu/meps/en/124728/MARC_JOULAUD_home.html,France,http://www.europarl.europa.eu/mepphoto/124728.jpg,marc.joulaud@europarl.europa.eu,REGI,D-MX,epp,0.4,https://www.facebook.com/pages/Marc-Joulaud/140169192769764,+33388175243,Union pour un Mouvement Populaire,+3222845243,124728,CULT,DSCA,+3222849243,DEPA,,DLAT,,,,,,,,,,,,,,
es,,+33388179628,Confederal Group of the European United Left - Nordic Green Left,Josu JUARISTI ABAUNZ,,,http://www.europarl.europa.eu/meps/en/125051/JOSU_JUARISTI+ABAUNZ_home.html,Spain,http://www.europarl.europa.eu/mepphoto/125051.jpg,josu.juaristi@europarl.europa.eu,ENVI,D-US,guengl,0.15,,+33388175628,EH BILDU,+3222845628,125051,REGI,,+3222849628,,,,,,,,,,,,,,,,,
pl,,+33388179239,European Conservatives and Reformists Group,Marek JUREK,marekjurek,,http://www.europarl.europa.eu/meps/en/124892/MAREK_JUREK_home.html,Poland,http://www.europarl.europa.eu/mepphoto/124892.jpg,marek.jurek@europarl.europa.eu,SEDE,DPAP,ecr,0.1,,+33388175239,Prawica Rzeczypospolitej,+3222845239,124892,AFET,LIBE,+3222849239,D-BY,DEPA,,,,,,,,,,,,,,,
fr,http://www.philippejuvin.fr/,+33388179199,Group of the European People's Party (Christian Democrats),Philippe JUVIN,philippejuvin,,http://www.europarl.europa.eu/meps/en/96884/PHILIPPE_JUVIN_home.html,France,http://www.europarl.europa.eu/mepphoto/96884.jpg,philippe.juvin@europarl.europa.eu,IMCO,,epp,0.8,https://www.facebook.com/philippe.juvin,+33388175199,Union pour un Mouvement Populaire,+3222845199,96884,AFET,D-IR,+3222849199,,,,,,,,,,,,,,,,,
at,http://www.karinkadenbach.at/,+33388179475,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Karin KADENBACH,karinkadenbach,D-JP,http://www.europarl.europa.eu/meps/en/97014/KARIN_KADENBACH_home.html,Austria,http://www.europarl.europa.eu/mepphoto/97014.jpg,karin.kadenbach@europarl.europa.eu,ENVI,,sd,0.3,https://www.facebook.com/karin.kadenbach,+33388175475,Sozialdemokratische Partei Österreichs,+3222845475,97014,CONT,AGRI,+3222849475,DKOR,,,,,,,,,,,,,,,,
gr,,+33388179613,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Eva KAILI,EvaKaili,,http://www.europarl.europa.eu/meps/en/125109/EVA_KAILI_home.html,Greece,http://www.europarl.europa.eu/mepphoto/125109.jpg,eva.kaili@europarl.europa.eu,ITRE,TAXE,sd,0.8,https://en-gb.facebook.com/Kaili.Eva,+33388175613,Panhellenic Socialist Movement - Olive Tree,+3222845613,125109,ECON,EMPL,+3222849613,SEDE,D-RU,,,D-US,,DNAT,,,,,,,,,,
pl,http://www.kalinowski.pl/,+33388179203,Group of the European People's Party (Christian Democrats),Jarosław KALINOWSKI,,,http://www.europarl.europa.eu/meps/en/96771/JAROSLAW_KALINOWSKI_home.html,Poland,http://www.europarl.europa.eu/mepphoto/96771.jpg,jaroslaw.kalinowski@europarl.europa.eu,AGRI,DCAS,epp,0.4,https://www.facebook.com/pages/Jaros%C5%82aw-Kalinowski/150155298350245,+33388175203,Polskie Stronnictwo Ludowe,+3222845203,96771,LIBE,D-RS,+3222849203,,,,,,,,,,,,,,,,,
ee,,+33388179479,Group of the Alliance of Liberals and Democrats for Europe,Kaja KALLAS,kajakallas,D-UA,http://www.europarl.europa.eu/meps/en/124697/KAJA_KALLAS_home.html,Estonia,http://www.europarl.europa.eu/mepphoto/124697.jpg,kaja.kallas@europarl.europa.eu,ITRE,DEPA,aldeadle,0.8,,+33388175479,Eesti Reformierakond,+3222845479,124697,IMCO,D-US,+3222849479,,,,,,,,,,,,,,,,,
